Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW47,OUT035,2054.215706620209
FDV46,OUT035,2202.2990201117295
NCP29,OUT045,1103.1862133333332
FDE09,OUT018,1509.43231291866
NCU06,OUT027,5669.163351428566
FDT19,OUT010,384.48867398374
DRF15,OUT017,2539.3942358778604
DRI51,OUT013,2346.6487869387724
NCX54,OUT013,1722.3316111731856
DRE01,OUT013,3593.1412351254503
NCB07,OUT045,2880.9695613636354
FDU50,OUT035,1874.430959859155
FDG40,OUT035,552.5502107784431
FDW10,OUT018,2736.9684298755183
FDX51,OUT013,3087.5075112820514
NCP17,OUT045,1103.1862133333332
FDP21,OUT035,3087.5075112820514
FDL04,OUT045,1722.3316111731856
FDV23,OUT013,1936.5082478260852
FDF24,OUT046,1333.2154270916328
FDH56,OUT027,3175.335988157896
FDB51,OUT049,876.3205797979805
FDI58,OUT027,2513.0798546666674
FDR20,OUT013,754.5960957264957
FDC51,OUT018,1936.5082478260852
FDB16,OUT027,2513.0798546666674
FDE40,OUT049,876.3205797979805
NCM17,OUT035,637.5735090128758
FDU56,OUT035,3389.2269793548367
FDS32,OUT019,286.4177705128206
FDX02,OUT049,3753.0000993630556
FDT39,OUT027,4117.317712631578
FDE35,OUT017,876.3205797979805
NCI42,OUT019,542.9755395973153
DRL23,OUT046,1722.3316111731856
FDA10,OUT046,2054.215706620209
FDA11,OUT013,1554.007075641026
NCM06,OUT046,2384.0151261682245
NCT05,OUT035,4131.978437869822
NCQ02,OUT010,542.9755395973153
NCY06,OUT049,2054.215706620209
FDY56,OUT035,3753.0000993630556
FDL02,OUT035,1722.3316111731856
NCI06,OUT035,2736.9684298755183
FDQ14,OUT045,2539.3942358778604
FDQ12,OUT017,4109.900606217616
FDP36,OUT046,754.5960957264957
FDK21,OUT027,5669.163351428566
FDO40,OUT045,2539.3942358778604
NCK54,OUT019,286.4177705128206
FDY09,OUT018,2736.9684298755183
NCW30,OUT049,4311.57625131579
NCC55,OUT027,1378.2631852760737
FDE58,OUT018,1874.430959859155
FDR39,OUT013,2880.9695613636354
FDU28,OUT049,2880.9695613636354
FDH08,OUT017,4109.900606217616
FDG35,OUT045,2736.9684298755183
FDG22,OUT049,552.5502107784431
FDC34,OUT035,2811.181403212854
FDP15,OUT018,3327.9525829268287
FDK34,OUT010,542.9755395973153
FDU45,OUT035,1874.430959859155
FDQ04,OUT027,1378.2631852760737
FDX22,OUT018,3327.9525829268287
FDB45,OUT017,1722.3316111731856
NCH43,OUT027,5669.163351428566
DRE60,OUT046,3593.1412351254503
FDD17,OUT027,5669.163351428566
NCM54,OUT017,2054.215706620209
NCH55,OUT013,1936.5082478260852
NCT06,OUT017,2811.181403212854
FDA48,OUT027,5669.163351428566
FDY58,OUT027,5669.163351428566
FDO25,OUT045,3593.1412351254503
FDN50,OUT045,1554.007075641026
FDH35,OUT035,2811.181403212854
FDK09,OUT045,3593.1412351254503
FDO16,OUT013,1467.1630529801325
FDW11,OUT045,1103.1862133333332
FDU47,OUT027,3175.335988157896
NCQ42,OUT010,286.4177705128206
FDK55,OUT027,2513.0798546666674
FDN08,OUT049,1874.430959859155
FDT57,OUT045,4109.900606217616
FDJ12,OUT018,3327.9525829268287
DRL59,OUT017,754.5960957264957
NCN53,OUT046,552.5502107784431
FDO51,OUT010,130.33349056603768
FDK56,OUT017,3087.5075112820514
FDY12,OUT035,876.3205797979805
FDU15,OUT035,552.5502107784431
FDQ19,OUT046,4109.900606217616
DRF15,OUT045,2539.3942358778604
DRE25,OUT019,230.0085918128654
FDK57,OUT018,1874.430959859155
FDD33,OUT010,542.9755395973153
FDR34,OUT027,5669.163351428566
FDU04,OUT045,2202.2990201117295
FDE35,OUT019,130.33349056603768
NCD31,OUT035,2811.181403212854
FDJ56,OUT035,1722.3316111731856
NCU53,OUT046,2384.0151261682245
FDD39,OUT035,3593.1412351254503
NCU17,OUT019,230.0085918128654
FDJ20,OUT046,2054.215706620209
NCW41,OUT018,2346.6487869387724
FDL52,OUT035,637.5735090128758
FDS39,OUT035,2202.2990201117295
DRJ47,OUT045,2997.407679041917
FDP13,OUT010,130.33349056603768
DRK39,OUT010,230.0085918128654
FDF28,OUT010,286.4177705128206
FDB09,OUT045,2054.215706620209
FDM51,OUT046,1554.007075641026
DRM49,OUT018,754.5960957264957
DRF23,OUT013,2736.9684298755183
DRH01,OUT035,2997.407679041917
FDH12,OUT027,3175.335988157896
FDA28,OUT019,286.4177705128206
FDW37,OUT018,1259.549051315789
FDF02,OUT046,1722.3316111731856
DRL37,OUT046,637.5735090128758
NCF43,OUT046,2054.215706620209
FDH08,OUT010,542.9755395973153
FDR34,OUT019,542.9755395973153
NCK19,OUT049,3087.5075112820514
NCD55,OUT018,637.5735090128758
FDT27,OUT049,3593.1412351254503
FDQ57,OUT045,2384.0151261682245
FDA47,OUT035,2811.181403212854
DRG15,OUT027,1378.2631852760737
FDE05,OUT018,2346.6487869387724
FDN46,OUT046,1722.3316111731856
FDX27,OUT027,2513.0798546666674
FDT51,OUT045,1722.3316111731856
FDU33,OUT013,637.5735090128758
FDJ16,OUT027,1378.2631852760737
FDD20,OUT019,286.4177705128206
FDT36,OUT049,552.5502107784431
DRF15,OUT027,4117.317712631578
FDN52,OUT010,230.0085918128654
FDC22,OUT027,5669.163351428566
FDX15,OUT045,2811.181403212854
FDT13,OUT013,3087.5075112820514
FDU04,OUT017,2202.2990201117295
FDU31,OUT019,542.9755395973153
FDW59,OUT027,2513.0798546666674
NCO29,OUT046,2811.181403212854
FDL15,OUT035,2539.3942358778604
FDI41,OUT049,2539.3942358778604
FDQ48,OUT049,1509.43231291866
DRI39,OUT013,876.3205797979805
FDI08,OUT013,4131.978437869822
FDC21,OUT049,1509.43231291866
FDF58,OUT035,876.3205797979805
FDS08,OUT010,384.48867398374
FDE47,OUT045,2202.2990201117295
NCP18,OUT019,384.48867398374
NCR41,OUT013,1554.007075641026
FDA27,OUT013,4131.978437869822
FDA43,OUT035,3087.5075112820514
FDA49,OUT045,1333.2154270916328
NCE55,OUT018,2736.9684298755183
DRM49,OUT027,1378.2631852760737
FDF22,OUT027,5669.163351428566
FDQ15,OUT018,1259.549051315789
NCS54,OUT017,2736.9684298755183
NCY05,OUT013,552.5502107784431
FDR45,OUT046,4109.900606217616
FDK57,OUT049,2054.215706620209
FDF41,OUT010,542.9755395973153
FDV21,OUT046,2054.215706620209
FDD51,OUT046,754.5960957264957
FDF33,OUT046,1722.3316111731856
FDA38,OUT046,4109.900606217616
FDR56,OUT045,3087.5075112820514
NCN41,OUT017,2054.215706620209
FDC60,OUT027,2513.0798546666674
FDB47,OUT045,3593.1412351254503
DRH01,OUT013,2736.9684298755183
FDW08,OUT046,1722.3316111731856
FDF38,OUT027,1378.2631852760737
FDY32,OUT017,2384.0151261682245
FDG34,OUT049,1509.43231291866
FDG47,OUT019,542.9755395973153
NCF18,OUT035,2880.9695613636354
FDL39,OUT019,384.48867398374
NCH55,OUT035,2202.2990201117295
DRJ35,OUT049,876.3205797979805
FDS44,OUT035,3593.1412351254503
DRE01,OUT018,3327.9525829268287
FDY39,OUT013,3389.2269793548367
FDY32,OUT018,2346.6487869387724
FDR33,OUT027,3175.335988157896
NCP50,OUT049,1259.549051315789
FDZ47,OUT018,1509.43231291866
FDU57,OUT049,2384.0151261682245
FDY44,OUT013,3087.5075112820514
DRH59,OUT018,1103.1862133333332
FDB03,OUT027,5669.163351428566
FDY46,OUT045,2880.9695613636354
FDM39,OUT045,2736.9684298755183
FDY36,OUT035,1103.1862133333332
NCM55,OUT035,3389.2269793548367
FDJ50,OUT010,130.33349056603768
DRL60,OUT013,2346.6487869387724
NCJ54,OUT049,4109.900606217616
FDX59,OUT017,552.5502107784431
FDI07,OUT013,3087.5075112820514
DRF51,OUT010,130.33349056603768
FDM14,OUT017,1722.3316111731856
FDP21,OUT045,3087.5075112820514
FDE40,OUT035,1103.1862133333332
FDE05,OUT035,2539.3942358778604
FDM13,OUT027,3175.335988157896
FDC34,OUT027,4117.317712631578
NCI55,OUT018,1936.5082478260852
NCE43,OUT018,2346.6487869387724
FDW58,OUT018,1509.43231291866
FDG60,OUT045,4109.900606217616
FDV31,OUT017,2736.9684298755183
FDR47,OUT013,2880.9695613636354
FDM60,OUT019,130.33349056603768
NCF06,OUT018,3327.9525829268287
NCN26,OUT027,3175.335988157896
FDQ59,OUT049,1259.549051315789
FDF09,OUT046,552.5502107784431
NCS06,OUT017,4311.57625131579
FDT44,OUT046,1874.430959859155
FDI19,OUT017,4109.900606217616
FDT22,OUT017,876.3205797979805
NCF54,OUT027,4117.317712631578
DRG25,OUT045,3087.5075112820514
FDB59,OUT017,2880.9695613636354
FDQ37,OUT017,2880.9695613636354
FDP56,OUT035,754.5960957264957
FDW44,OUT035,2997.407679041917
FDJ26,OUT010,542.9755395973153
FDU43,OUT018,3327.9525829268287
FDW33,OUT045,1722.3316111731856
NCX53,OUT027,3175.335988157896
FDN56,OUT010,384.48867398374
DRF15,OUT049,2539.3942358778604
FDO33,OUT017,1874.430959859155
FDZ39,OUT010,230.0085918128654
NCJ19,OUT017,876.3205797979805
FDU01,OUT035,2880.9695613636354
FDT12,OUT035,3753.0000993630556
NCM18,OUT018,876.3205797979805
FDP19,OUT017,2054.215706620209
NCR42,OUT049,552.5502107784431
FDN10,OUT046,1874.430959859155
FDG44,OUT017,876.3205797979805
FDQ10,OUT046,2997.407679041917
DRH13,OUT049,1509.43231291866
FDT52,OUT013,4109.900606217616
FDM56,OUT045,1722.3316111731856
NCO43,OUT010,230.0085918128654
NCV29,OUT035,2736.9684298755183
NCF06,OUT013,4311.57625131579
FDO50,OUT035,1333.2154270916328
FDT59,OUT013,4109.900606217616
FDX40,OUT027,1378.2631852760737
FDE50,OUT017,2880.9695613636354
FDX51,OUT017,3087.5075112820514
NCD30,OUT018,1509.43231291866
FDK15,OUT013,1722.3316111731856
FDL12,OUT045,876.3205797979805
FDK46,OUT017,4311.57625131579
DRH49,OUT010,130.33349056603768
FDQ57,OUT046,2384.0151261682245
FDY59,OUT017,1467.1630529801325
FDO09,OUT018,3327.9525829268287
NCG30,OUT035,2054.215706620209
FDM09,OUT017,2811.181403212854
NCN17,OUT027,2513.0798546666674
NCS42,OUT013,1467.1630529801325
FDD02,OUT019,286.4177705128206
FDE34,OUT013,3389.2269793548367
FDU38,OUT045,3087.5075112820514
FDB33,OUT046,2811.181403212854
NCJ29,OUT017,1333.2154270916328
FDZ27,OUT035,754.5960957264957
FDI40,OUT013,1554.007075641026
FDG22,OUT013,552.5502107784431
FDT51,OUT017,1722.3316111731856
FDF20,OUT018,3087.5075112820514
FDV50,OUT035,2054.215706620209
FDT02,OUT049,552.5502107784431
DRC49,OUT017,2384.0151261682245
FDF26,OUT049,2384.0151261682245
FDV52,OUT035,1874.430959859155
FDX59,OUT049,552.5502107784431
FDV25,OUT035,3753.0000993630556
FDW23,OUT027,1378.2631852760737
FDE53,OUT018,1509.43231291866
FDA19,OUT017,2054.215706620209
FDH22,OUT046,2054.215706620209
NCO41,OUT013,1554.007075641026
FDX12,OUT017,4109.900606217616
FDF17,OUT013,3087.5075112820514
FDS11,OUT045,3753.0000993630556
FDR51,OUT035,2539.3942358778604
FDT49,OUT010,230.0085918128654
FDC56,OUT013,1936.5082478260852
FDR13,OUT027,3175.335988157896
FDQ60,OUT035,2054.215706620209
FDN38,OUT049,4131.978437869822
NCL29,OUT013,2346.6487869387724
FDO13,OUT027,4117.317712631578
FDE26,OUT018,2346.6487869387724
FDA31,OUT010,384.48867398374
FDX14,OUT035,1103.1862133333332
FDA34,OUT045,2997.407679041917
FDF26,OUT013,2346.6487869387724
FDE38,OUT045,2384.0151261682245
DRI11,OUT046,1874.430959859155
FDQ60,OUT027,3175.335988157896
FDL21,OUT027,1378.2631852760737
DRC12,OUT027,5669.163351428566
FDC47,OUT046,3593.1412351254503
FDE57,OUT045,2202.2990201117295
FDT14,OUT045,2054.215706620209
NCZ53,OUT046,3087.5075112820514
FDE28,OUT018,3327.9525829268287
FDR19,OUT035,2539.3942358778604
NCF54,OUT019,384.48867398374
FDZ08,OUT046,1333.2154270916328
NCJ05,OUT018,2346.6487869387724
FDF59,OUT046,2054.215706620209
NCO05,OUT035,1722.3316111731856
FDW24,OUT018,754.5960957264957
NCX42,OUT018,2346.6487869387724
NCA53,OUT035,754.5960957264957
FDI45,OUT019,384.48867398374
FDG46,OUT046,1874.430959859155
FDM20,OUT010,542.9755395973153
FDW11,OUT010,130.33349056603768
FDX08,OUT035,2736.9684298755183
NCK17,OUT035,637.5735090128758
FDK32,OUT018,2346.6487869387724
NCA42,OUT035,2384.0151261682245
DRI01,OUT035,2997.407679041917
NCL55,OUT049,4131.978437869822
DRE25,OUT018,1509.43231291866
FDD14,OUT017,2880.9695613636354
FDB10,OUT046,3593.1412351254503
DRN11,OUT035,2384.0151261682245
FDP38,OUT018,754.5960957264957
NCA30,OUT017,2880.9695613636354
FDT15,OUT017,3389.2269793548367
NCP55,OUT018,876.3205797979805
FDF12,OUT035,2384.0151261682245
FDM21,OUT018,3327.9525829268287
FDX56,OUT035,3593.1412351254503
FDF10,OUT017,2539.3942358778604
FDT32,OUT045,2880.9695613636354
FDM51,OUT018,1509.43231291866
NCR50,OUT018,2346.6487869387724
FDI19,OUT049,4109.900606217616
FDX21,OUT017,1722.3316111731856
FDR31,OUT035,2384.0151261682245
FDY02,OUT013,4311.57625131579
NCA29,OUT045,2997.407679041917
NCX17,OUT046,3593.1412351254503
FDM12,OUT045,3087.5075112820514
FDI53,OUT027,4117.317712631578
NCU30,OUT049,2384.0151261682245
FDC56,OUT027,3175.335988157896
FDK27,OUT018,1936.5082478260852
NCK18,OUT017,2811.181403212854
FDB52,OUT019,542.9755395973153
DRG25,OUT027,5669.163351428566
FDZ13,OUT049,754.5960957264957
FDB57,OUT019,542.9755395973153
FDR40,OUT046,1467.1630529801325
NCO14,OUT019,130.33349056603768
NCN19,OUT045,3087.5075112820514
FDQ28,OUT019,384.48867398374
FDO13,OUT018,2346.6487869387724
FDK48,OUT013,1467.1630529801325
FDU07,OUT018,2346.6487869387724
FDW20,OUT046,2202.2990201117295
FDV12,OUT010,230.0085918128654
FDH24,OUT013,2346.6487869387724
FDV59,OUT049,3753.0000993630556
FDK57,OUT045,2054.215706620209
FDL16,OUT027,1378.2631852760737
NCQ17,OUT046,2539.3942358778604
FDJ15,OUT018,3389.2269793548367
FDX24,OUT049,1259.549051315789
FDT47,OUT046,1554.007075641026
FDT10,OUT049,876.3205797979805
FDZ37,OUT018,1259.549051315789
FDW43,OUT027,5669.163351428566
DRN36,OUT017,1554.007075641026
FDJ14,OUT045,1333.2154270916328
FDA32,OUT013,3753.0000993630556
FDJ38,OUT019,542.9755395973153
FDQ57,OUT017,2384.0151261682245
NCQ41,OUT019,542.9755395973153
FDG56,OUT049,876.3205797979805
DRC13,OUT027,3175.335988157896
FDV55,OUT035,2539.3942358778604
FDQ49,OUT045,2811.181403212854
FDE29,OUT010,130.33349056603768
FDR03,OUT013,3753.0000993630556
FDD45,OUT049,1259.549051315789
FDN38,OUT010,542.9755395973153
FDT56,OUT046,876.3205797979805
FDT48,OUT045,3087.5075112820514
FDU03,OUT049,2880.9695613636354
FDC56,OUT010,286.4177705128206
NCO43,OUT027,2513.0798546666674
FDQ27,OUT017,1722.3316111731856
FDR03,OUT046,3753.0000993630556
DRH23,OUT010,130.33349056603768
FDG22,OUT045,637.5735090128758
NCJ42,OUT013,1722.3316111731856
FDR24,OUT046,1333.2154270916328
FDW60,OUT035,2736.9684298755183
FDJ08,OUT013,3087.5075112820514
DRL59,OUT018,754.5960957264957
FDG60,OUT010,542.9755395973153
FDW27,OUT017,2384.0151261682245
FDX14,OUT018,1259.549051315789
FDC20,OUT013,876.3205797979805
NCS29,OUT018,3327.9525829268287
FDJ56,OUT046,1722.3316111731856
FDB20,OUT019,130.33349056603768
FDL28,OUT027,5669.163351428566
FDW01,OUT018,2346.6487869387724
FDL03,OUT046,2880.9695613636354
FDX22,OUT049,3753.0000993630556
FDJ21,OUT035,2539.3942358778604
FDR31,OUT045,2384.0151261682245
FDG21,OUT035,2539.3942358778604
FDS22,OUT027,1378.2631852760737
FDK08,OUT035,1554.007075641026
FDE17,OUT018,2346.6487869387724
NCN30,OUT017,1554.007075641026
FDT50,OUT046,1554.007075641026
NCX42,OUT049,2384.0151261682245
FDJ12,OUT035,3753.0000993630556
NCA18,OUT027,3175.335988157896
FDP23,OUT019,542.9755395973153
FDX12,OUT013,4109.900606217616
FDN40,OUT018,2346.6487869387724
FDV48,OUT035,1467.1630529801325
NCY54,OUT013,2997.407679041917
FDL16,OUT010,130.33349056603768
FDR45,OUT018,3327.9525829268287
FDJ52,OUT046,2384.0151261682245
DRG01,OUT017,1333.2154270916328
FDP52,OUT013,3593.1412351254503
FDU58,OUT017,3087.5075112820514
FDL02,OUT045,1722.3316111731856
FDG28,OUT013,4109.900606217616
FDA19,OUT035,2054.215706620209
FDW46,OUT027,1378.2631852760737
NCD43,OUT049,1509.43231291866
DRG39,OUT013,754.5960957264957
NCF55,OUT049,552.5502107784431
FDJ07,OUT046,1874.430959859155
FDE08,OUT046,2539.3942358778604
FDP56,OUT019,130.33349056603768
FDT45,OUT045,876.3205797979805
FDF17,OUT018,3087.5075112820514
FDX44,OUT046,1467.1630529801325
FDM28,OUT027,5669.163351428566
FDI36,OUT049,3087.5075112820514
FDS07,OUT045,1874.430959859155
FDD36,OUT045,1874.430959859155
FDW11,OUT046,876.3205797979805
FDN40,OUT049,2384.0151261682245
NCQ18,OUT049,1509.43231291866
NCQ54,OUT017,2811.181403212854
NCS42,OUT045,1467.1630529801325
DRH39,OUT010,130.33349056603768
FDC09,OUT027,2513.0798546666674
FDT08,OUT010,384.48867398374
FDC08,OUT035,3593.1412351254503
FDT20,OUT017,552.5502107784431
FDS35,OUT035,1103.1862133333332
FDX58,OUT018,3389.2269793548367
FDW58,OUT046,1722.3316111731856
DRD27,OUT046,1554.007075641026
FDH32,OUT019,230.0085918128654
FDS26,OUT035,4311.57625131579
FDQ31,OUT046,1467.1630529801325
FDP11,OUT018,3327.9525829268287
FDD58,OUT017,1554.007075641026
FDM33,OUT045,3593.1412351254503
FDZ16,OUT049,3087.5075112820514
NCS29,OUT010,542.9755395973153
NCM18,OUT019,130.33349056603768
FDP11,OUT049,3593.1412351254503
NCC42,OUT017,2054.215706620209
DRM23,OUT046,2997.407679041917
NCN55,OUT027,5669.163351428566
FDK46,OUT013,4311.57625131579
FDR01,OUT046,3087.5075112820514
NCA05,OUT045,2539.3942358778604
NCP43,OUT017,2736.9684298755183
FDR12,OUT010,384.48867398374
FDQ01,OUT013,4131.978437869822
FDM13,OUT046,2054.215706620209
FDQ19,OUT017,4109.900606217616
FDK56,OUT019,542.9755395973153
NCX06,OUT010,542.9755395973153
FDO56,OUT027,3175.335988157896
FDU45,OUT045,1874.430959859155
FDI16,OUT019,130.33349056603768
FDL32,OUT046,1874.430959859155
FDA07,OUT046,2202.2990201117295
FDA14,OUT045,2539.3942358778604
FDV46,OUT027,3175.335988157896
NCO07,OUT035,3753.0000993630556
NCP41,OUT046,1722.3316111731856
FDY60,OUT018,1936.5082478260852
FDN38,OUT017,4131.978437869822
FDO15,OUT046,1103.1862133333332
FDT60,OUT013,1936.5082478260852
FDA55,OUT035,3753.0000993630556
FDE02,OUT010,230.0085918128654
DRJ39,OUT049,3753.0000993630556
FDV34,OUT035,1103.1862133333332
FDS20,OUT027,5669.163351428566
FDF02,OUT027,2513.0798546666674
FDW40,OUT017,2054.215706620209
NCB43,OUT046,2880.9695613636354
FDR58,OUT017,1467.1630529801325
DRJ59,OUT035,637.5735090128758
NCD30,OUT017,1554.007075641026
FDE14,OUT017,1554.007075641026
FDC28,OUT018,1509.43231291866
FDU16,OUT018,1259.549051315789
NCD19,OUT035,876.3205797979805
FDU21,OUT046,552.5502107784431
FDV59,OUT027,5669.163351428566
FDU03,OUT045,2880.9695613636354
FDC33,OUT010,542.9755395973153
NCR42,OUT035,552.5502107784431
DRH59,OUT035,1103.1862133333332
NCM31,OUT035,2054.215706620209
FDS50,OUT035,3753.0000993630556
FDP39,OUT046,876.3205797979805
FDQ55,OUT013,1874.430959859155
FDV36,OUT019,286.4177705128206
FDI05,OUT027,2513.0798546666674
FDS45,OUT027,3175.335988157896
FDA39,OUT045,637.5735090128758
FDC37,OUT010,230.0085918128654
FDJ60,OUT027,4117.317712631578
DRQ35,OUT046,2054.215706620209
NCJ06,OUT046,2202.2990201117295
NCY42,OUT018,2346.6487869387724
DRM37,OUT049,3087.5075112820514
FDR14,OUT045,754.5960957264957
FDE51,OUT049,637.5735090128758
FDT33,OUT017,2384.0151261682245
FDR08,OUT013,1874.430959859155
FDE36,OUT010,384.48867398374
FDL22,OUT019,230.0085918128654
FDR44,OUT013,1936.5082478260852
FDI56,OUT019,230.0085918128654
FDE47,OUT010,286.4177705128206
FDV27,OUT010,230.0085918128654
FDV10,OUT049,637.5735090128758
FDC40,OUT045,1333.2154270916328
NCX41,OUT013,3753.0000993630556
NCQ38,OUT027,2513.0798546666674
FDV12,OUT027,2513.0798546666674
FDE52,OUT017,1333.2154270916328
FDG20,OUT027,4117.317712631578
FDV16,OUT027,1378.2631852760737
FDI32,OUT017,1874.430959859155
FDJ32,OUT049,876.3205797979805
FDN39,OUT018,2346.6487869387724
FDY34,OUT017,2811.181403212854
FDC14,OUT035,637.5735090128758
FDA55,OUT017,3753.0000993630556
FDZ50,OUT010,542.9755395973153
DRG13,OUT049,2811.181403212854
FDP01,OUT013,2346.6487869387724
NCG54,OUT017,2997.407679041917
FDM13,OUT045,2054.215706620209
NCO18,OUT027,5669.163351428566
NCW41,OUT013,2346.6487869387724
FDM52,OUT027,4117.317712631578
NCF55,OUT035,552.5502107784431
FDT09,OUT046,2202.2990201117295
NCM19,OUT035,1722.3316111731856
FDW12,OUT018,2346.6487869387724
FDP15,OUT019,542.9755395973153
FDK36,OUT045,754.5960957264957
FDZ25,OUT035,2997.407679041917
NCW06,OUT049,3087.5075112820514
FDW60,OUT046,2736.9684298755183
DRC49,OUT013,2346.6487869387724
NCT17,OUT035,3087.5075112820514
NCN06,OUT018,2346.6487869387724
FDC45,OUT013,2997.407679041917
DRJ47,OUT019,384.48867398374
NCF06,OUT045,4311.57625131579
FDE21,OUT010,286.4177705128206
DRG27,OUT013,637.5735090128758
FDW40,OUT049,2054.215706620209
NCO53,OUT046,3389.2269793548367
FDE23,OUT049,637.5735090128758
FDQ16,OUT046,1722.3316111731856
FDS26,OUT045,4311.57625131579
FDZ13,OUT010,130.33349056603768
FDS14,OUT049,2384.0151261682245
FDC10,OUT045,1874.430959859155
FDY16,OUT049,2880.9695613636354
FDJ20,OUT035,2054.215706620209
FDV43,OUT035,637.5735090128758
FDZ32,OUT027,2513.0798546666674
FDR23,OUT046,2736.9684298755183
FDN24,OUT035,876.3205797979805
FDE34,OUT027,5669.163351428566
FDU31,OUT013,3753.0000993630556
FDW33,OUT018,1509.43231291866
FDU26,OUT046,1874.430959859155
FDE20,OUT027,4117.317712631578
NCW05,OUT035,1722.3316111731856
FDB22,OUT018,2346.6487869387724
FDO56,OUT046,1874.430959859155
FDA19,OUT027,3175.335988157896
DRI39,OUT045,876.3205797979805
FDH52,OUT018,876.3205797979805
FDZ50,OUT035,3389.2269793548367
NCN42,OUT035,2539.3942358778604
FDB53,OUT013,2346.6487869387724
DRG11,OUT017,1722.3316111731856
DRK11,OUT027,4117.317712631578
FDQ60,OUT017,2054.215706620209
FDT36,OUT017,552.5502107784431
DRG25,OUT018,3389.2269793548367
DRJ23,OUT046,2880.9695613636354
FDG05,OUT035,2811.181403212854
NCK06,OUT018,1936.5082478260852
FDU52,OUT017,2384.0151261682245
FDW07,OUT018,1259.549051315789
NCM17,OUT045,637.5735090128758
FDA22,OUT045,2384.0151261682245
NCA41,OUT018,3087.5075112820514
FDF38,OUT035,637.5735090128758
FDH52,OUT046,876.3205797979805
FDY58,OUT019,542.9755395973153
FDZ16,OUT045,3087.5075112820514
NCM18,OUT017,876.3205797979805
FDA22,OUT018,2346.6487869387724
NCJ43,OUT035,2736.9684298755183
FDI34,OUT027,5669.163351428566
FDG56,OUT046,876.3205797979805
FDS34,OUT046,1874.430959859155
DRC01,OUT035,754.5960957264957
FDQ04,OUT035,637.5735090128758
FDK04,OUT035,876.3205797979805
FDT51,OUT049,1509.43231291866
FDV26,OUT017,2880.9695613636354
FDS04,OUT049,2054.215706620209
FDW43,OUT018,3327.9525829268287
FDQ28,OUT010,384.48867398374
NCK06,OUT017,2202.2990201117295
FDS23,OUT018,1936.5082478260852
FDZ36,OUT019,542.9755395973153
FDE56,OUT018,876.3205797979805
FDW10,OUT027,4117.317712631578
NCN14,OUT045,2880.9695613636354
NCQ18,OUT045,1554.007075641026
FDW08,OUT017,1722.3316111731856
FDU43,OUT035,4109.900606217616
FDR33,OUT010,230.0085918128654
FDM24,OUT010,384.48867398374
NCZ05,OUT046,1722.3316111731856
NCV41,OUT035,1874.430959859155
FDV11,OUT018,2997.407679041917
NCY05,OUT035,552.5502107784431
FDV44,OUT018,3087.5075112820514
FDW32,OUT049,1259.549051315789
NCU18,OUT027,3175.335988157896
NCC43,OUT035,4131.978437869822
FDW19,OUT013,1722.3316111731856
FDN31,OUT035,3087.5075112820514
FDI48,OUT045,754.5960957264957
FDS24,OUT017,1333.2154270916328
FDF46,OUT049,1874.430959859155
DRG23,OUT017,2384.0151261682245
FDG14,OUT018,2346.6487869387724
NCY30,OUT049,2736.9684298755183
FDO28,OUT018,1936.5082478260852
DRD24,OUT035,2202.2990201117295
FDI33,OUT049,1259.549051315789
FDN32,OUT046,3389.2269793548367
FDR16,OUT045,3593.1412351254503
FDF26,OUT046,2384.0151261682245
NCN29,OUT018,754.5960957264957
FDE20,OUT045,2811.181403212854
FDA46,OUT046,3087.5075112820514
FDU28,OUT045,2880.9695613636354
FDQ48,OUT045,1554.007075641026
FDV36,OUT013,1936.5082478260852
FDR14,OUT018,876.3205797979805
FDP23,OUT017,3753.0000993630556
FDP56,OUT013,754.5960957264957
FDK48,OUT010,130.33349056603768
FDR48,OUT046,2539.3942358778604
NCY29,OUT049,876.3205797979805
FDM22,OUT018,876.3205797979805
DRJ01,OUT013,2346.6487869387724
FDZ43,OUT045,4109.900606217616
FDV03,OUT035,2539.3942358778604
FDX11,OUT027,5669.163351428566
NCA41,OUT027,5669.163351428566
FDE38,OUT017,2384.0151261682245
FDI27,OUT018,754.5960957264957
FDN32,OUT013,3389.2269793548367
NCN43,OUT017,2202.2990201117295
FDB47,OUT027,5669.163351428566
FDV03,OUT017,2539.3942358778604
NCN30,OUT045,1554.007075641026
NCV54,OUT010,286.4177705128206
FDV07,OUT013,1722.3316111731856
FDP07,OUT049,2880.9695613636354
FDK48,OUT018,1103.1862133333332
FDM15,OUT019,384.48867398374
FDY19,OUT027,3175.335988157896
FDK46,OUT046,4311.57625131579
FDY11,OUT045,1103.1862133333332
FDH09,OUT046,754.5960957264957
FDO08,OUT027,4117.317712631578
FDU14,OUT013,4131.978437869822
FDD22,OUT027,3175.335988157896
FDM27,OUT017,2811.181403212854
FDL02,OUT027,2513.0798546666674
NCA17,OUT035,2539.3942358778604
FDE38,OUT019,384.48867398374
NCG07,OUT049,3087.5075112820514
DRC27,OUT013,4109.900606217616
FDA27,OUT035,4131.978437869822
FDW40,OUT045,2054.215706620209
DRI11,OUT013,1874.430959859155
FDN50,OUT046,1554.007075641026
FDR12,OUT046,2997.407679041917
FDT34,OUT027,2513.0798546666674
FDW11,OUT035,876.3205797979805
NCO30,OUT027,5669.163351428566
FDZ34,OUT017,3087.5075112820514
FDU45,OUT017,1874.430959859155
